ESVs,Subject,species,Subject Taxonomy ID,identity,Coverage,evalue,bitscore,Source,Taxonomy
Otu3884,Amphistegina_bicirculata_Rik_9379_9380_9381_9382_Eilat,Amphistegina_bicirculata_Rik_9379_9380_9381_9382_Eilat,N/A,97.068,95,1.24E-149,518,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3885,Amphistegina_lobifera,Amphistegina_lobifera,N/A,94.118,100,7.53E-142,492,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3886,Amphistegina_papillosa_Spermonde_3741,Amphistegina_papillosa_Spermonde_3741,N/A,97.523,100,3.41E-160,553,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3887,Alveolinella_quoyi_Spermonde,Alveolinella_quoyi_Spermonde,N/A,98.73,98,2.02E-162,560,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3888,Heterostegina_depressa_sp1_Spermonde,Heterostegina_depressa_sp1_Spermonde,N/A,97.523,100,3.41E-160,553,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3889,Neorotalia_calcar_Spermonde,Neorotalia_calcar_Spermonde,N/A,98.742,98,4.37E-164,566,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3890,Heterostegina_depressa_sp2_Spermonde,Heterostegina_depressa_sp2_Spermonde,N/A,96.25,99,7.42E-152,525,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3891,Heterostegina_depressa_sp2_Spermonde,Heterostegina_depressa_sp2_Spermonde,N/A,95.312,99,7.48E-147,508,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3892,Cyrea_szymborska_17247,Cyrea_szymborska_17247,N/A,94.098,94,2.12E-132,460,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3893,Heterostegina_depressa_sp1_Spermonde,Heterostegina_depressa_sp1_Spermonde,N/A,96.285,100,5.74E-153,529,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3894,Amphistegina_lobifera,Amphistegina_lobifera,N/A,94.118,100,7.53E-142,492,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3895,Murrayinella_globosa_18043,Murrayinella_globosa_18043,N/A,95.938,99,1.24E-149,518,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3896,Stainforthia_sp._17321,Stainforthia_sp._17321,N/A,97.833,100,7.32E-162,558,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3897,Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.,Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp,N/A,98.762,100,7.27E-167,575,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3898,Elphidium_Rik_9327_9337_9350_Spermonde,Elphidium_Rik_9327_9337_9350_Spermonde,N/A,97.214,100,1.58E-158,547,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3899,Trifarina_earlandi_&_Uvigerina_bifurcata,Trifarina_earlandi_&_Uvigerina_bifurcata,N/A,93.827,100,1.26E-139,484,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3900,Elphidium_Rik_9327_9337_9350_Spermonde,Elphidium_Rik_9327_9337_9350_Spermonde,N/A,96.914,100,7.37E-157,542,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3901,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,97.205,99,5.70E-158,545,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3902,Calcarina_spengleri_Rik_9352_consensus0_1732_Spermonde,Calcarina_spengleri_Rik_9352_consensus0_1732_Spermonde,N/A,97.826,99,9.47E-161,555,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3903,Trifarina_earlandi_&_Uvigerina_bifurcata,Trifarina_earlandi_&_Uvigerina_bifurcata,N/A,95.666,100,3.45E-150,520,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3904,Elphidium_williamsoni_13170,Elphidium_williamsoni_13170,N/A,95.963,99,2.67E-151,523,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3905,Murrayinella_globosa_18043,Murrayinella_globosa_18043,N/A,97.5,99,1.58E-158,547,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3906,Miliolid_Rik_9400_9405_Israel,Miliolid_Rik_9400_9405_Israel,N/A,95.95,100,9.54E-151,521,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3907,Haynesina_germanica_18209,Haynesina_germanica_18209,N/A,97.523,100,3.41E-160,553,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3908,Calcarina_sp._5164_Spermonde,Calcarina_sp._5164_Spermonde,N/A,98.758,99,2.61E-166,573,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3909,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2,N/A,98.762,100,7.27E-167,575,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3910,Stainforthia_sp._17321,Stainforthia_sp._17321,N/A,94.427,100,1.62E-143,497,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3911,Trifarina_earlandi_&_Uvigerina_bifurcata,Trifarina_earlandi_&_Uvigerina_bifurcata,N/A,94.427,100,1.62E-143,497,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3912,Milliolid_red_Rik_9370_9371_9372_Israel,Milliolid_red_Rik_9370_9371_9372_Israel,N/A,93.519,100,5.86E-138,479,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3914,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,96.584,99,1.23E-154,534,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3915,Planorbulinella_Rik_9331_consensus21_181,Planorbulinella_Rik_9331_consensus21_181,N/A,94.172,100,2.09E-142,494,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3916,Amphistegina_papillosa_Rik_9440_consensus0_1051_SaudiArabia,Amphistegina_papillosa_Rik_9440_consensus0_1051_SaudiArabia,N/A,95.666,100,3.45E-150,520,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3917,Amphistegina_lobifera,Amphistegina_lobifera,N/A,95.498,96,2.09E-142,494,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3918,Textularid_Rik_9398_consensus128_73,Textularid_Rik_9398_consensus128_73,N/A,92.466,91,4.63E-119,416,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3919,Heterostegina_depressa_sp2_Spermonde,Heterostegina_depressa_sp2_Spermonde,N/A,93.711,98,2.11E-137,477,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3920,Amphistegina_lobifera,Amphistegina_lobifera,N/A,93.808,100,3.50E-140,486,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3921,Discanomalina_coronata_18034,Discanomalina_coronata_18034,N/A,95.161,96,2.71E-141,490,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3922,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,98.142,100,1.57E-163,564,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3923,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,97.214,100,1.58E-158,547,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3924,Stainforthia_sp._17321,Stainforthia_sp._17321,N/A,97.188,99,7.37E-157,542,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3925,Eggerelloides_scaber_12301,Eggerelloides_scaber_12301,N/A,94.551,97,1.62E-138,481,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3926,Discanomalina_coronata_18034,Discanomalina_coronata_18034,N/A,89.783,100,1.68E-118,414,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3927,Discanomalina_coronata_18034,Discanomalina_coronata_18034,N/A,90.402,100,7.75E-122,425,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3928,Stainforthia_sp._17321,Stainforthia_sp._17321,N/A,97.84,100,7.32E-162,558,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3929,Heterostegina_depressa_sp1_Spermonde,Heterostegina_depressa_sp1_Spermonde,N/A,96.25,99,7.42E-152,525,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3930,Amphistegina_lessonii,Amphistegina_lessonii,N/A,97.523,99,1.23E-159,551,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3931,Trifarina_earlandi_&_Uvigerina_bifurcata,Trifarina_earlandi_&_Uvigerina_bifurcata,N/A,97.205,99,2.04E-157,544,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3932,Textularid_Rik_9397_consensus4_105,Textularid_Rik_9397_consensus4_105,N/A,98.762,100,7.27E-167,575,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3933,Discanomalina_coronata_18034,Discanomalina_coronata_18034,N/A,96.594,100,3.43E-155,536,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3934,Amphistegina_bicirculata_Rik_9379_9380_9381_9382_Eilat,Amphistegina_bicirculata_Rik_9379_9380_9381_9382_Eilat,N/A,94.062,99,3.50E-140,486,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3935,Discanomalina_coronata_18034,Discanomalina_coronata_18034,N/A,98.142,100,1.57E-163,564,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3936,Encrusting_Rik_9441_consensus0_977,Encrusting_Rik_9441_consensus0_977,N/A,96.594,100,3.43E-155,536,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3937,Amphistegina_lessonii,Amphistegina_lessonii,N/A,97.538,100,3.41E-160,553,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3938,Amphistegina_lessonii,Amphistegina_lessonii,N/A,96.923,100,7.37E-157,542,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3939,Planorbulinella_sp._17893,Planorbulinella_sp._17893,N/A,94.737,100,3.48E-145,503,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3940,Planorbulinella_sp._17893,Planorbulinella_sp._17893,N/A,95.925,99,1.24E-149,518,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3941,Amphistegina_radiata_Spermonde,Amphistegina_radiata_Spermonde,N/A,99.045,97,1.57E-163,564,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3942,Amphistegina_papillosa_Rik_9440_consensus0_1051_SaudiArabia,Amphistegina_papillosa_Rik_9440_consensus0_1051_SaudiArabia,N/A,94.737,100,3.48E-145,503,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3943,Amphistegina_papillosa_Spermonde_3741,Amphistegina_papillosa_Spermonde_3741,N/A,98.142,100,1.57E-163,564,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3944,Planostegina_Rik_9444_consensus12_47,Planostegina_Rik_9444_consensus12_47,N/A,95.356,100,5.78E-148,512,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3945,Amphistegina_radiata_Spermonde,Amphistegina_radiata_Spermonde,N/A,97.214,100,1.58E-158,547,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3946,Eggerelloides_scaber_12301,Eggerelloides_scaber_12301,N/A,96.605,100,3.44E-155,536,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3947,Cyrea_szymborska_17247,Cyrea_szymborska_17247,N/A,94.463,95,9.81E-136,472,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3948,Murrayinella_globosa_18043,Murrayinella_globosa_18043,N/A,92.308,100,7.64E-132,459,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3949,Heterostegina_depressa_sp1_Spermonde,Heterostegina_depressa_sp1_Spermonde,N/A,97.833,100,7.32E-162,558,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3950,Amphistegina_lessonii_5174,Amphistegina_lessonii_5174,N/A,95.793,95,5.82E-143,496,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3951,Stainforthia_sp._17321,Stainforthia_sp._17321,N/A,97.833,100,7.32E-162,558,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3952,Calcarina_hispida_&_Calcarina_sp_5163_Spermonde,Calcarina_hispida_&_Calcarina_sp_5163_Spermonde,N/A,96.594,100,3.43E-155,536,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3954,Trifarina_earlandi_&_Uvigerina_bifurcata,Trifarina_earlandi_&_Uvigerina_bifurcata,N/A,97.214,100,1.58E-158,547,Genbank,unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
